 ,X,Y
1,0.062,1.393
2,-0.366,4.673
3,0.129,1.166
4,2.316,4.013
5,0.170,0.939
6,3.781,3.435
7,0.377,0.794
8,4.648,1.620
9,0.459,0.526
10,4.689,2.032
11,0.583,0.402
12,5.535,1.124
13,0.521,0.134
14,5.576,0.072
15,0.500,-0.113
16,6.009,-0.217
17,0.521,-0.382
18,5.700,-1.599
19,0.356,-0.609
20,4.400,-3.765
21,0.315,-0.836
22,3.781,-3.600
23,0.129,-1.001
24,2.316,-4.075
25,-0.077,-1.124
26,1.841,-4.054
27,-0.263,-1.042
28,-0.428,-4.261
29,-0.304,-1.001
30,-3.399,-3.435
31,-0.490,-0.815
32,-3.998,-3.497
33,-0.531,-0.567
34,-4.348,-3.188
35,-0.552,-0.279
36,-5.380,-1.372
37,-0.552,-0.072
38,-5.958,-1.166
39,-0.593,0.196
40,-6.020,1.104
41,-0.511,0.444
42,-5.256,2.486
43,-0.428,0.650
44,-4.864,4.323
45,-0.449,0.877
46,-4.431,2.280
47,-0.325,1.124
48,-3.647,3.807
49,-0.201,1.393
50,-2.760,3.662
