 ,X,Y
1,0.015,1.208
2,2.153,3.888
3,0.108,1.193
4,3.640,2.649
5,0.279,0.976
6,4.337,2.091
7,0.403,0.697
8,4.755,1.595
9,0.480,0.465
10,4.972,1.022
11,0.465,0.248
12,4.895,-0.635
13,0.496,-0.015
14,4.910,-2.014
15,0.434,-0.263
16,4.569,-2.742
17,0.356,-0.496
18,4.089,-3.005
19,0.201,-0.604
20,2.742,-3.981
21,0.000,-0.774
22,1.704,-4.120
23,-0.139,-0.821
24,-0.929,-3.779
25,-0.325,-0.790
26,-2.618,-2.788
27,-0.465,-0.697
28,-3.578,-2.819
29,-0.620,-0.573
30,-4.476,-2.045
31,-0.620,-0.325
32,-5.561,-0.511
33,-0.682,-0.093
34,-5.483,-0.372
35,-0.620,0.170
36,-5.545,0.790
37,-0.558,0.387
38,-5.019,1.208
39,-0.496,0.697
40,-4.182,1.626
41,-0.403,0.883
42,-3.857,2.261
43,-0.263,1.069
44,-2.494,3.981
45,-0.093,1.239
46,-1.456,4.306
47,-0.155,1.317
48,0.093,4.167
