 ,X,Y
1,0.000,1.031
2,-0.047,3.894
3,0.141,1.104
4,2.015,3.811
5,0.224,1.020
6,3.368,2.728
7,0.370,0.708
8,4.201,2.082
9,0.453,0.416
10,4.972,1.583
11,0.619,0.292
12,4.930,1.145
13,0.599,0.062
14,5.825,-0.854
15,0.536,-0.187
16,5.367,-1.895
17,0.578,-0.458
18,4.909,-2.769
19,0.515,-0.646
20,4.430,-2.915
21,0.349,-0.791
22,2.973,-3.998
23,0.245,-1.020
24,1.952,-4.061
25,0.099,-1.000
26,-0.880,-4.019
27,-0.151,-0.979
28,-2.796,-2.915
29,-0.338,-0.958
30,-3.420,-3.082
31,-0.484,-0.791
32,-4.503,-2.540
33,-0.567,-0.562
34,-5.336,-1.020
35,-0.567,-0.312
36,-5.336,-0.854
37,-0.588,-0.042
38,-5.440,0.354
39,-0.505,0.187
40,-4.940,0.833
41,-0.401,0.437
42,-4.149,1.312
43,-0.359,0.666
44,-4.045,1.874
45,-0.276,0.916
46,-2.733,3.602
47,-0.109,1.166
48,-1.463,4.061
