 ,X,Y
1,0.000,1.296
2,2.111,6.333
3,0.228,1.185
4,6.031,4.346
5,0.327,0.963
6,6.772,3.160
7,0.475,0.691
8,7.093,1.926
9,0.500,0.494
10,7.932,0.790
11,0.500,0.148
12,7.833,0.815
13,0.426,-0.099
14,7.957,-0.963
15,0.401,-0.222
16,6.994,-3.951
17,0.377,-0.444
18,6.006,-4.296
19,0.179,-0.494
20,4.228,-5.136
21,0.080,-0.691
22,4.204,-4.889
23,-0.043,-0.765
24,-0.315,-5.852
25,-0.216,-0.815
26,-0.784,-5.778
27,-0.488,-0.815
28,-0.265,-5.457
29,-0.562,-0.543
30,-5.796,-3.358
31,-0.660,-0.395
32,-6.463,-3.185
33,-0.685,-0.148
34,-7.549,-1.457
35,-0.660,0.025
36,-7.994,1.086
37,-0.586,0.420
38,-8.142,0.321
39,-0.562,0.593
40,-7.475,3.630
41,-0.438,0.741
42,-6.710,3.432
43,-0.315,1.037
44,-4.389,6.444
45,-0.117,1.259
46,-1.056,7.148
