 ,X,Y
1,-0.037,1.296
2,0.685,6.975
3,0.142,1.370
4,1.278,7.198
5,0.315,1.000
6,2.512,6.926
7,0.438,0.753
8,7.006,1.790
9,0.586,0.506
10,7.352,1.494
11,0.660,0.309
12,8.068,1.222
13,0.685,0.086
14,8.315,-0.160
15,0.611,-0.210
16,7.648,-1.988
17,0.463,-0.407
18,7.327,-3.222
19,0.364,-0.605
20,5.228,-4.654
21,0.315,-0.704
22,4.340,-4.778
23,0.093,-0.753
24,3.401,-4.802
25,-0.031,-0.852
26,0.191,-4.753
27,-0.253,-0.877
28,-1.784,-4.753
29,-0.475,-0.654
30,-4.401,-2.630
31,-0.574,-0.432
32,-6.821,-3.222
33,-0.623,-0.235
34,-7.340,-2.383
35,-0.525,-0.012
36,-8.228,-0.309
37,-0.500,0.185
38,-8.080,0.654
39,-0.525,0.481
40,-7.438,3.395
41,-0.451,0.704
42,-6.944,3.889
43,-0.327,0.901
44,-3.463,6.753
45,-0.204,1.247
46,-0.475,7.173
