 ,X,Y
1,0.222,1.519
2,6.944,4.519
3,0.500,1.235
4,7.660,3.852
5,0.698,0.914
6,7.660,3.210
7,0.623,0.568
8,8.574,2.395
9,0.698,0.272
10,8.698,0.296
11,0.796,0.049
12,8.648,-0.025
13,0.846,-0.222
14,7.389,-2.469
15,0.772,-0.444
16,7.241,-3.185
17,0.623,-0.667
18,6.426,-3.802
19,0.475,-0.889
20,5.883,-3.975
21,0.278,-0.988
22,4.179,-4.123
23,0.056,-1.037
24,0.105,-4.370
25,-0.093,-0.914
26,-2.611,-5.259
27,-0.364,-0.914
28,-5.006,-3.136
29,-0.488,-0.840
30,-5.870,-2.247
31,-0.586,-0.667
32,-6.414,-2.691
33,-0.735,-0.469
34,-7.475,-2.617
35,-0.809,-0.222
36,-7.327,-1.901
37,-0.809,0.074
38,-8.735,-0.198
39,-0.858,0.444
40,-8.907,0.444
41,-0.710,0.642
42,-7.525,5.062
43,-0.364,1.062
44,-2.833,7.358
45,-0.117,1.346
46,-0.981,7.716
47,0.130,1.543
48,1.315,7.815
