 ,X,Y
1,0.370,1.148
2,3.438,7.667
3,0.648,0.951
4,6.475,4.778
5,0.821,0.728
6,8.204,3.198
7,0.895,0.432
8,9.093,0.704
9,0.994,0.185
10,8.352,-1.025
11,0.944,-0.185
12,7.586,-2.901
13,0.895,-0.481
14,7.043,-3.469
15,0.698,-0.704
16,7.315,-2.432
17,0.549,-0.802
18,5.932,-3.519
19,0.500,-1.123
20,3.068,-3.148
21,0.074,-1.259
22,-3.130,-5.000
23,-0.191,-1.123
24,-4.833,-2.580
25,-0.414,-0.975
26,-6.093,-3.296
27,-0.636,-0.753
28,-6.241,-3.321
29,-0.759,-0.556
30,-7.278,-3.296
31,-0.784,-0.185
32,-8.167,-2.284
33,-0.759,0.160
34,-7.969,-2.136
35,-0.735,0.457
36,-8.833,0.160
37,-0.784,0.679
38,-8.512,0.556
39,-0.685,0.877
40,-6.043,4.704
41,-0.512,1.099
42,-4.364,6.975
43,-0.315,1.296
44,-1.377,7.765
45,0.031,1.444
46,-0.611,7.469
