 ,X,Y
1,0.000,1.369
2,2.205,8.401
3,0.304,1.369
4,3.687,7.831
5,0.532,0.988
6,5.702,5.474
7,0.760,0.874
8,7.945,2.509
9,0.874,0.570
10,8.591,2.471
11,0.836,0.114
12,9.047,1.026
13,0.627,-0.114
14,8.509,-2.876
15,0.577,-0.418
16,8.230,-3.586
17,0.501,-0.621
18,6.279,-5.284
19,0.501,-0.925
20,6.051,-5.360
21,0.272,-1.052
22,4.505,-5.537
23,0.044,-1.178
24,4.479,-5.081
25,-0.158,-1.229
26,-0.437,-6.348
27,-0.336,-1.153
28,-4.365,-4.980
29,-0.513,-1.052
30,-5.328,-3.510
31,-0.564,-0.950
32,-6.114,-3.257
33,-0.792,-0.773
34,-7.330,-3.409
35,-0.893,-0.621
36,-8.446,-1.964
37,-0.843,-0.241
38,-9.104,0.190
39,-0.893,0.063
40,-9.637,0.393
41,-0.843,0.418
42,-9.459,2.294
43,-0.691,0.646
44,-8.978,2.598
45,-0.640,0.773
46,-6.139,6.247
47,-0.437,1.026
48,-3.047,8.515
49,-0.057,1.419
50,-1.299,7.780
