 ,X,Y
1,0.037,1.185
2,-0.148,8.296
3,0.259,1.370
4,4.222,7.000
5,0.426,1.333
6,6.722,4.494
7,0.599,1.136
8,6.426,4.247
9,0.846,0.988
10,8.130,3.827
11,0.944,0.617
12,8.698,0.988
13,0.821,0.222
14,8.870,0.642
15,0.920,0.000
16,7.957,-2.123
17,0.846,-0.247
18,7.660,-2.716
19,0.525,-0.494
20,6.278,-3.556
21,0.599,-0.691
22,5.191,-3.259
23,0.327,-0.864
24,4.994,-3.630
25,0.105,-0.889
26,-1.821,-5.037
27,-0.117,-0.864
28,-3.673,-4.667
29,-0.340,-0.864
30,-4.636,-3.877
31,-0.512,-0.667
32,-5.204,-4.765
33,-0.611,-0.370
34,-6.068,-3.407
35,-0.685,-0.198
36,-7.895,-2.889
37,-0.735,0.000
38,-8.735,-1.778
39,-0.710,0.370
40,-8.907,-0.741
41,-0.809,0.642
42,-8.685,2.691
43,-0.660,0.963
44,-7.179,5.605
45,-0.586,1.185
46,-5.895,6.321
47,-0.290,1.432
48,-1.846,8.321
