 ,X,Y
1,0.016,1.054
2,1.482,3.737
3,0.132,0.988
4,2.371,3.704
5,0.165,0.724
6,3.424,2.601
7,0.379,0.527
8,3.803,2.387
9,0.560,0.412
10,4.527,1.465
11,0.510,0.198
12,5.070,0.263
13,0.560,0.033
14,5.169,-0.691
15,0.527,-0.198
16,4.626,-1.761
17,0.527,-0.412
18,3.852,-2.535
19,0.329,-0.576
20,3.095,-2.980
21,0.214,-0.757
22,2.453,-3.161
23,0.082,-0.922
24,0.823,-3.803
25,-0.181,-0.872
26,-2.552,-2.272
27,-0.412,-0.691
28,-2.963,-2.272
29,-0.543,-0.494
30,-4.066,-1.465
31,-0.609,-0.313
32,-4.922,-0.872
33,-0.774,-0.115
34,-5.136,-0.033
35,-0.823,0.148
36,-5.070,0.757
37,-0.757,0.346
38,-4.873,2.025
39,-0.626,0.593
40,-4.148,2.502
41,-0.494,0.774
42,-3.655,2.897
43,-0.346,0.988
44,-2.552,3.852
45,-0.263,1.103
46,-1.761,4.148
