 ,X,Y
1,0.037,1.159
2,1.916,4.061
3,0.103,0.961
4,2.427,3.451
5,0.251,0.780
6,3.581,2.462
7,0.449,0.615
8,2.889,2.577
9,0.432,0.286
10,4.455,1.225
11,0.449,0.121
12,4.933,-0.423
13,0.465,-0.127
14,4.801,-0.605
15,0.498,-0.308
16,4.636,-0.588
17,0.465,-0.522
18,4.306,-1.643
19,0.383,-0.720
20,3.828,-2.121
21,0.218,-0.753
22,1.916,-3.407
23,0.070,-0.868
24,0.548,-3.935
25,-0.079,-0.901
26,0.548,-4.083
27,-0.211,-0.885
28,0.844,-4.693
29,-0.442,-0.885
30,-2.486,-2.484
31,-0.689,-0.737
32,-3.228,-2.121
33,-0.788,-0.539
34,-3.656,-2.088
35,-0.837,-0.324
36,-4.662,-0.687
37,-0.854,-0.094
38,-4.579,-0.226
39,-0.837,0.170
40,-5.024,-0.077
41,-0.755,0.368
42,-4.151,1.588
43,-0.722,0.698
44,-3.607,3.022
45,-0.557,0.912
46,-3.195,3.236
47,-0.376,1.077
48,-1.826,4.638
49,-0.244,1.275
50,-0.689,4.967
51,-0.079,1.275
52,0.564,5.000
