 ,X,Y
1,-0.048,0.878
2,-0.021,4.859
3,0.060,0.770
4,1.741,3.985
5,0.208,0.743
6,1.849,4.173
7,0.262,0.568
8,3.450,2.250
9,0.329,0.393
10,3.961,2.129
11,0.450,0.245
12,4.472,0.205
13,0.437,0.057
14,4.849,0.353
15,0.437,-0.077
16,4.727,-0.494
17,0.437,-0.252
18,4.445,-1.382
19,0.369,-0.441
20,3.557,-1.907
21,0.235,-0.575
22,2.575,-2.391
23,0.114,-0.642
24,1.782,-2.916
25,-0.021,-0.737
26,1.271,-3.090
27,-0.196,-0.696
28,-0.720,-3.279
29,-0.478,-0.642
30,-3.330,-1.517
31,-0.586,-0.427
32,-4.204,-1.127
33,-0.693,-0.293
34,-4.164,-0.871
35,-0.653,-0.064
36,-4.567,0.340
37,-0.599,0.178
38,-4.634,1.241
39,-0.545,0.366
40,-4.177,1.954
41,-0.465,0.568
42,-3.182,3.218
43,-0.370,0.743
44,-3.115,3.299
45,-0.249,0.918
46,-1.716,4.375
47,-0.128,1.026
48,-1.299,4.402
