 ,X,Y
1,0.016,0.990
2,1.972,4.373
3,0.193,0.917
4,2.237,4.403
5,0.207,0.667
6,3.237,3.461
7,0.384,0.505
8,4.179,2.638
9,0.413,0.299
10,5.032,0.873
11,0.516,0.167
12,5.311,0.079
13,0.619,0.005
14,4.811,-0.686
15,0.560,-0.274
16,5.002,-1.172
17,0.531,-0.451
18,4.517,-1.628
19,0.472,-0.583
20,3.811,-2.010
21,0.296,-0.760
22,2.943,-2.407
23,0.090,-0.819
24,1.943,-2.790
25,-0.146,-0.789
26,-0.940,-2.760
27,-0.469,-0.745
28,-3.440,-1.598
29,-0.587,-0.598
30,-4.175,-1.010
31,-0.616,-0.348
32,-4.484,-0.333
33,-0.749,-0.172
34,-4.705,0.270
35,-0.793,0.020
36,-4.808,0.608
37,-0.734,0.181
38,-4.837,1.579
39,-0.616,0.446
40,-4.455,2.520
41,-0.543,0.623
42,-3.514,3.211
43,-0.454,0.843
44,-2.911,3.667
45,-0.278,1.064
46,-1.381,4.741
47,-0.057,1.137
48,-0.366,5.550
