 ,X,Y
1,0.075,0.645
2,1.108,3.011
3,0.151,0.462
4,1.559,2.376
5,0.172,0.333
6,1.903,1.849
7,0.204,0.226
8,2.731,1.151
9,0.194,0.108
10,3.344,-0.516
11,0.183,-0.054
12,3.430,-0.667
13,0.204,-0.215
14,3.097,-1.151
15,0.183,-0.344
16,2.527,-1.548
17,0.129,-0.419
18,2.118,-2.022
19,0.054,-0.473
20,1.495,-2.344
21,-0.032,-0.473
22,1.032,-2.527
23,-0.108,-0.473
24,0.495,-2.645
25,-0.194,-0.462
26,-1.452,-2.301
27,-0.247,-0.387
28,-1.806,-2.032
29,-0.323,-0.333
30,-2.441,-1.720
31,-0.366,-0.247
32,-2.753,-1.581
33,-0.441,-0.194
34,-3.323,-0.527
35,-0.398,-0.043
36,-3.355,-0.419
37,-0.376,0.075
38,-3.527,0.290
39,-0.269,0.204
40,-3.312,0.839
41,-0.290,0.290
42,-2.527,2.151
43,-0.172,0.430
44,-2.032,2.473
45,-0.151,0.634
46,-1.559,3.043
47,-0.097,0.785
48,-1.161,3.000
49,0.022,0.785
50,-0.505,3.022
51,0.032,0.892
52,-0.409,2.968
