 ,X,Y
1,-0.113,0.652
2,0.482,3.783
3,0.014,0.524
4,0.354,3.486
5,0.071,0.425
6,0.921,3.259
7,0.184,0.326
8,1.629,2.876
9,0.198,0.198
10,2.635,1.332
11,0.198,0.099
12,3.245,0.893
13,0.241,-0.028
14,3.656,1.077
15,0.255,-0.142
16,3.925,0.099
17,0.269,-0.269
18,3.840,-0.368
19,0.283,-0.368
20,3.726,-0.609
21,0.269,-0.524
22,3.004,-2.097
23,0.213,-0.623
24,2.621,-2.480
25,0.099,-0.708
26,1.799,-2.607
27,0.000,-0.680
28,1.091,-3.004
29,-0.082,-0.619
30,-0.790,-2.874
31,-0.154,-0.547
32,-1.761,-2.274
33,-0.250,-0.535
34,-2.013,-2.070
35,-0.322,-0.463
36,-2.877,-1.170
37,-0.346,-0.343
38,-3.585,-0.810
39,-0.358,-0.115
40,-3.752,0.089
41,-0.346,0.041
42,-3.417,0.317
43,-0.334,0.149
44,-3.009,1.181
45,-0.346,0.257
46,-2.637,2.164
47,-0.286,0.401
48,-2.541,2.668
49,-0.238,0.569
50,-1.437,3.292
51,-0.094,0.737
52,-1.198,3.304
