 ,X,Y
1,0.061,0.512
2,0.122,2.488
3,0.085,0.427
4,0.780,2.598
5,0.146,0.341
6,1.183,2.268
7,0.244,0.232
8,1.915,1.585
9,0.293,0.134
10,2.768,0.866
11,0.244,0.024
12,3.171,-0.049
13,0.244,-0.085
14,2.939,-0.463
15,0.256,-0.232
16,2.573,-0.878
17,0.244,-0.341
18,2.476,-1.305
19,0.159,-0.439
20,2.000,-1.561
21,0.085,-0.524
22,1.415,-1.902
23,0.000,-0.549
24,1.122,-2.073
25,-0.085,-0.537
26,0.598,-2.256
27,-0.171,-0.488
28,-0.793,-2.341
29,-0.256,-0.415
30,-1.317,-2.037
31,-0.341,-0.341
32,-1.756,-1.744
33,-0.390,-0.244
34,-2.476,-0.963
35,-0.402,-0.159
36,-2.695,-0.610
37,-0.451,-0.073
38,-2.793,0.561
39,-0.415,0.073
40,-2.829,0.890
41,-0.378,0.220
42,-2.646,1.427
43,-0.329,0.402
44,-2.378,1.756
45,-0.183,0.524
46,-1.951,1.976
47,-0.061,0.561
48,-1.598,2.171
49,0.037,0.610
50,-1.024,2.390
