 ,X,Y
1,0.133,0.643
2,1.030,3.124
3,0.232,0.544
4,2.005,2.551
5,0.317,0.516
6,2.258,2.495
7,0.335,0.422
8,3.224,1.003
9,0.448,0.394
10,3.131,0.797
11,0.457,0.281
12,3.187,0.562
13,0.467,0.122
14,3.065,0.187
15,0.495,0.018
16,3.065,-0.601
17,0.345,-0.085
18,2.690,-0.479
19,0.251,-0.216
20,2.952,-1.192
21,0.195,-0.319
22,2.521,-1.970
23,0.138,-0.394
24,2.118,-2.523
25,0.035,-0.441
26,1.545,-2.852
27,-0.059,-0.535
28,1.255,-2.739
29,-0.162,-0.572
30,0.757,-2.477
31,-0.246,-0.591
32,0.270,-2.664
33,-0.368,-0.460
34,-1.963,-1.098
35,-0.453,-0.394
36,-2.432,-0.760
37,-0.509,-0.329
38,-2.647,-0.432
39,-0.565,-0.254
40,-2.582,-0.028
41,-0.574,-0.150
42,-2.600,0.309
43,-0.584,-0.047
44,-2.751,0.910
45,-0.509,0.084
46,-2.816,1.116
47,-0.481,0.206
48,-2.572,1.688
49,-0.453,0.366
50,-2.160,1.941
51,-0.349,0.497
52,-1.691,2.570
53,-0.265,0.609
54,-1.466,2.739
55,-0.209,0.694
56,-1.015,2.739
57,-0.049,0.684
58,-0.030,3.170
