 ,X,Y
1,5.851,5.595
2,6.438,8.799
3,5.956,5.415
4,7.822,8.258
5,6.137,5.295
6,8.769,7.476
7,6.257,5.219
8,9.130,7.280
9,6.317,5.069
10,9.792,6.302
11,6.302,4.904
12,10.063,5.701
13,6.302,4.738
14,10.138,5.355
15,6.363,4.618
16,10.333,3.851
17,6.363,4.482
18,10.003,3.264
19,6.287,4.317
20,9.912,2.948
21,6.287,4.182
22,9.190,2.617
23,6.182,4.091
24,8.679,2.001
25,6.032,4.016
26,7.731,1.685
27,5.866,4.061
28,6.257,1.429
29,5.746,4.091
30,3.911,1.910
31,5.580,4.121
32,3.429,1.895
33,5.415,4.136
34,3.249,2.091
35,5.340,4.272
36,2.377,3.189
37,5.325,4.497
38,2.061,3.926
39,5.295,4.633
40,1.609,4.648
41,5.295,4.783
42,1.399,5.159
43,5.264,4.964
44,1.489,5.821
45,5.280,5.129
46,1.985,6.032
47,5.355,5.325
48,2.963,7.009
49,5.490,5.520
50,3.685,7.912
51,5.610,5.716
52,3.866,8.378
53,5.776,5.851
54,5.189,8.528
