 ,X,Y
1,0.230,1.095
2,1.642,5.185
3,0.413,0.749
4,3.678,4.417
5,0.547,0.557
6,4.868,3.572
7,0.663,0.403
8,6.155,2.362
9,0.528,0.173
10,6.981,1.075
11,0.547,0.000
12,5.925,-2.362
13,0.547,-0.211
14,5.713,-2.381
15,0.432,-0.403
16,4.753,-3.207
17,0.355,-0.557
18,3.716,-3.726
19,0.298,-0.749
20,2.775,-3.572
21,0.202,-0.807
22,1.796,-3.879
23,0.106,-0.941
24,1.354,-4.052
25,-0.202,-0.845
26,-0.855,-4.340
27,-0.336,-0.672
28,-1.412,-4.436
29,-0.490,-0.538
30,-3.985,-3.111
31,-0.605,-0.346
32,-5.483,-1.556
33,-0.605,-0.115
34,-6.155,-0.595
35,-0.451,0.096
36,-6.693,-0.519
37,-0.394,0.288
38,-5.656,2.977
39,-0.355,0.538
40,-4.100,4.513
41,-0.317,0.807
42,-2.295,4.628
43,-0.144,1.133
44,-0.931,5.493
