 ,X,Y
1,-0.017,0.940
2,2.162,3.957
3,0.151,0.745
4,3.432,1.970
5,0.283,0.556
6,3.734,1.367
7,0.528,0.405
8,5.789,-0.688
9,0.528,0.179
10,5.996,-1.254
11,0.396,-0.047
12,5.845,-1.311
13,0.434,-0.255
14,5.280,-2.423
15,0.283,-0.424
16,4.771,-2.140
17,0.226,-0.651
18,2.715,-3.309
19,0.075,-0.745
20,2.093,-3.422
21,-0.170,-0.537
22,-2.432,-2.838
23,-0.302,-0.575
24,-4.016,-1.160
25,-0.453,-0.424
26,-5.242,-1.047
27,-0.509,-0.255
28,-5.883,-0.160
29,-0.660,-0.066
30,-5.638,1.329
31,-0.585,0.179
32,-5.336,2.008
33,-0.547,0.387
34,-4.997,2.404
35,-0.434,0.651
36,-3.998,3.140
37,-0.358,0.820
38,-3.470,3.630
39,-0.302,0.990
40,-2.753,3.950
